ChannelID,subs,nvideos,views,Category,Language,Type
Y4256,188452,51,15235,gaming,Japanese,NGO
Y4257,68621,13,30011,food,Chinese,Goverment
Y4258,109561,52,129909,gaming,Franch,NGO
Y4259,82681,85,39732,news,Spanish,Individual
Y4260,12263,23,11542,food,English,Individual
Y4261,92966,28,24909,music,English,Individual
Y4262,135100,35,73752,travel,English,Goverment
Y4263,120383,17,24792,food,Spanish,Individual
Y4264,111480,10,98965,gaming,Franch,Goverment
Y4265,102213,34,64031,news,English,Goverment
Y4266,191407,43,271395,travel,English,Goverment
Y4267,84140,48,76142,music,Chinese,NGO
Y4268,92470,68,72280,news,Russia,Individual
Y4269,1,32,362,gaming,Japanese,NGO
Y4270,31644,46,23796,news,English,NGO
Y4271,101806,50,7286,news,Russia,Individual
Y4272,120523,52,3540,travel,Chinese,Goverment
Y4273,64410,54,52489,food,Franch,Individual
Y4274,138447,59,50151,food,Chinese,Individual
Y4275,75331,34,53916,news,English,Individual
Y4276,176537,34,231397,news,English,Individual
Y4277,145957,65,40273,music,English,NGO
Y4278,171499,38,40798,travel,English,Individual
Y4279,103246,69,105482,travel,Russia,Individual
Y4280,109619,63,25964,gaming,Franch,Corperate
Y4281,52276,33,11495,gaming,English,Individual
Y4282,53307,64,56625,news,English,NGO
Y4283,19361,48,12949,gaming,English,Individual
Y4284,24168,9,18937,travel,Japanese,NGO
Y4285,111708,84,110022,music,English,Goverment
Y4286,99713,45,144708,news,Chinese,Individual
Y4287,80947,99,53286,gaming,Franch,Goverment
Y4288,126434,8,174357,gaming,Franch,Individual
Y4289,97694,27,33919,music,Franch,NGO
Y4290,147825,43,146384,food,English,Individual
Y4291,106574,32,130834,food,English,Goverment
Y4292,121515,47,168677,music,English,NGO
Y4293,75685,83,50200,music,Chinese,Individual
Y4294,74797,92,59698,food,Russia,Individual
Y4295,113675,73,111636,travel,Russia,Individual
Y4296,58450,2,55551,travel,English,Individual
Y4297,34374,90,17892,music,English,Individual
Y4298,51287,84,11838,news,English,NGO
Y4299,118071,62,75475,travel,Spanish,Individual
Y4300,188533,8,115627,news,English,Individual
Y4301,9887,55,3422,music,English,Corperate
Y4302,182201,17,194332,travel,Japanese,Goverment
Y4303,132184,48,129196,music,English,Individual
Y4304,97509,15,105461,gaming,Chinese,NGO
Y4305,143260,22,145863,gaming,Japanese,Individual
Y4306,104207,80,112054,food,English,Individual
Y4307,115401,86,56527,travel,Franch,NGO
Y4308,94333,31,105621,gaming,English,Goverment
Y4309,124854,44,69341,gaming,English,Goverment
Y4310,115181,54,124687,gaming,Spanish,NGO
Y4311,116411,47,61959,music,Spanish,Individual
Y4312,57373,54,4290,music,English,Individual
Y4313,34799,32,9475,news,English,NGO
Y4314,151684,25,215271,gaming,English,NGO
Y4315,149215,54,48243,food,English,Goverment
Y4316,138475,78,10199,gaming,Spanish,Individual
Y4317,60323,66,46808,music,English,NGO
Y4318,75133,38,88012,food,Franch,Individual
Y4319,151059,90,137721,news,English,Goverment
Y4320,39467,44,31538,music,English,Goverment
Y4321,139339,53,136584,music,Franch,Goverment
Y4322,1,71,125,music,Spanish,NGO
Y4323,91519,27,52704,food,English,NGO
Y4324,169229,8,127257,food,Spanish,Goverment
Y4325,155046,45,74724,gaming,Chinese,Individual
Y4326,76492,14,69613,food,Franch,NGO
Y4327,111447,10,164296,travel,Russia,NGO
Y4328,59192,87,35487,travel,English,NGO
Y4329,125046,78,121872,music,English,Goverment
Y4330,68857,49,49014,news,Spanish,Goverment
Y4331,116744,42,76200,gaming,English,NGO
Y4332,109799,99,141772,news,English,Individual
Y4333,31591,79,5436,news,Russia,Individual
Y4334,109658,51,141365,travel,Chinese,Corperate
Y4335,60286,79,23316,gaming,Japanese,Individual
Y4336,146178,65,192209,music,English,Individual
Y4337,60850,52,44014,news,Russia,Goverment
Y4338,158472,15,91603,music,English,Corperate
Y4339,150529,1,83281,gaming,English,Individual
Y4340,1,67,766,travel,English,Individual
Y4341,103323,5,118294,music,Chinese,Individual
Y4342,18133,92,909,music,Chinese,Goverment
Y4343,148601,53,111467,gaming,English,NGO
Y4344,40311,62,19693,music,English,NGO
Y4345,43924,8,24901,music,Franch,Individual
Y4346,159639,53,184351,news,Russia,Individual
Y4347,85383,46,19306,music,English,NGO
Y4348,143464,72,91392,food,Chinese,Goverment
Y4349,148782,46,66317,travel,English,NGO
Y4350,64313,24,26870,music,Japanese,Individual
Y4351,150900,8,162855,news,Japanese,NGO
Y4352,1,46,4,gaming,English,Individual
Y4353,146053,92,135831,music,Franch,Individual
Y4354,86965,21,47780,music,English,NGO
Y4355,29066,22,5405,travel,English,Individual
Y4356,65724,35,34960,travel,English,Corperate
Y4357,98425,94,5687,news,English,Corperate
Y4358,122704,35,177141,music,English,Corperate
Y4359,73998,47,73016,music,English,Corperate
Y4360,24421,62,754,food,English,Individual
Y4361,77743,36,77654,travel,English,Goverment
Y4362,100701,11,10399,travel,English,NGO
Y4363,60465,96,84648,music,Spanish,Goverment
Y4364,122045,98,154236,food,English,Corperate
Y4365,110202,54,93352,food,Franch,Goverment
Y4366,64921,38,13717,travel,English,Goverment
Y4367,38468,81,55373,food,Franch,Goverment
Y4368,71496,30,94575,food,Chinese,NGO
Y4369,147727,21,134566,food,Franch,Individual
Y4370,211837,12,132373,music,Russia,Corperate
Y4371,109428,29,136871,gaming,Franch,NGO
Y4372,1730,35,2375,travel,English,Goverment
Y4373,67431,27,67464,music,English,Goverment
Y4374,175407,95,158951,gaming,Spanish,Corperate
Y4375,147133,28,18905,news,English,Corperate
Y4376,83618,87,118827,news,English,Corperate
Y4377,97429,28,20999,music,English,Individual
Y4378,119293,32,148950,music,Russia,Goverment
Y4379,153760,51,86815,music,Franch,Individual
Y4380,47046,49,30270,travel,Russia,Individual
Y4381,106613,72,128057,food,English,Individual
Y4382,57290,84,9293,news,Chinese,Corperate
Y4383,78506,17,78572,travel,Chinese,NGO
Y4384,108597,75,69034,food,English,NGO
Y4385,134149,99,45953,food,Spanish,Goverment
Y4386,119934,38,139192,news,Chinese,Individual
Y4387,85017,50,58452,travel,Franch,NGO
Y4388,65308,8,39351,music,English,Individual
Y4389,54566,88,53283,gaming,Chinese,Individual
Y4390,92589,46,40849,news,English,Goverment
Y4391,139993,52,148008,travel,Chinese,Individual
Y4392,83233,35,12862,gaming,Russia,Goverment
Y4393,105940,38,126563,travel,English,Individual
Y4394,106131,34,145396,travel,English,NGO
Y4395,126323,35,160186,food,Russia,NGO
Y4396,131961,31,25136,music,Japanese,Goverment
Y4397,140003,83,60249,music,English,NGO
Y4398,119904,5,72586,gaming,English,Corperate
Y4399,47629,89,70593,travel,English,NGO
Y4400,73915,11,64553,music,Spanish,NGO
Y4401,73026,93,58612,music,Franch,NGO
Y4402,92626,95,112934,music,Chinese,Goverment
Y4403,73846,76,57410,travel,Franch,NGO
Y4404,111488,32,145759,food,English,NGO
Y4405,160582,37,174245,music,Chinese,NGO
Y4406,153121,1,193361,travel,Japanese,Goverment
Y4407,137903,79,183968,food,English,NGO
Y4408,112077,76,37823,music,English,NGO
Y4409,44493,53,23549,food,English,Individual
Y4410,141519,48,20929,food,Spanish,Individual
Y4411,1,60,995,music,Russia,Individual
Y4412,124152,5,167965,gaming,English,NGO
Y4413,129097,62,80645,music,English,NGO
Y4414,97442,68,21725,food,Spanish,Individual
Y4415,64752,68,77328,music,English,Corperate
Y4416,85166,21,44456,music,Chinese,Goverment
Y4417,126368,72,123420,music,English,NGO
Y4418,150939,57,174745,music,Russia,Corperate
Y4419,225966,47,327138,food,English,Individual
Y4420,109747,20,68809,music,Spanish,Individual
Y4421,88442,82,26572,travel,Russia,Goverment
Y4422,2022,75,221,music,Spanish,Individual
Y4423,1,29,751,gaming,English,Corperate
Y4424,9549,98,8288,food,Russia,Corperate
Y4425,68989,13,0,travel,English,Individual
Y4426,90030,25,7018,music,Spanish,Goverment
Y4427,160245,21,206546,gaming,English,Individual
Y4428,132186,24,101786,news,English,Individual
Y4429,34704,17,39240,music,English,Individual
Y4430,61400,22,89067,gaming,English,Individual
Y4431,107934,60,97243,travel,English,NGO
Y4432,69658,49,41642,news,English,NGO
Y4433,82838,27,71365,travel,English,Individual
Y4434,142303,49,104411,travel,Russia,Goverment
Y4435,122078,9,62592,food,English,Individual
Y4436,173554,51,82643,gaming,English,Goverment
Y4437,1,67,417,music,English,Individual
Y4438,71046,3,93807,music,English,Individual
Y4439,113992,66,118306,travel,English,Corperate
Y4440,87660,97,94320,news,English,Individual
Y4441,230794,4,316188,music,English,Individual
Y4442,142718,31,49970,food,English,NGO
Y4443,66048,91,10057,gaming,Russia,Goverment
Y4444,217327,31,47263,food,English,Individual
Y4445,1,17,891,music,Chinese,Corperate
Y4446,119386,73,113549,music,Franch,NGO
Y4447,55761,63,63154,news,Franch,NGO
Y4448,105611,80,112052,music,Russia,Goverment
Y4449,42100,76,15085,travel,English,Individual
Y4450,105740,37,56347,gaming,English,Goverment
Y4451,130436,94,1229,travel,Russia,NGO
Y4452,157690,2,227839,food,Russia,Goverment
Y4453,113431,56,128074,gaming,English,Individual
Y4454,48849,8,30286,news,English,Individual
Y4455,6853,47,3715,food,English,Goverment
Y4456,123456,14,123089,food,Chinese,Goverment
Y4457,135727,29,151225,gaming,Franch,Individual
Y4458,160052,54,192376,travel,Russia,Individual
Y4459,141431,53,208359,music,Chinese,Individual
Y4460,160454,98,77193,food,Spanish,Individual
Y4461,127600,75,189987,music,Chinese,NGO
Y4462,110839,60,143649,music,Chinese,NGO
Y4463,90369,27,127169,travel,Japanese,Individual
Y4464,78808,54,5532,news,English,Goverment
Y4465,91306,23,11555,gaming,Franch,NGO
Y4466,127783,48,138926,news,Japanese,Goverment
Y4467,190280,25,174671,gaming,Russia,NGO
Y4468,153082,18,202045,food,English,Individual
Y4469,148688,84,73892,news,Spanish,Individual
Y4470,161696,28,105579,gaming,Japanese,NGO
Y4471,57558,8,69983,food,Chinese,Individual
Y4472,156892,24,7890,travel,Japanese,Individual
Y4473,146035,43,128907,gaming,English,Goverment
Y4474,98632,15,40075,food,English,Individual
Y4475,93538,52,131447,gaming,English,Goverment
Y4476,48022,57,30921,gaming,English,Individual
Y4477,118029,58,35922,travel,English,NGO
Y4478,139649,95,15991,gaming,Russia,Individual
Y4479,123680,40,28702,travel,Franch,Goverment
Y4480,63494,2,31981,news,English,Individual
Y4481,56550,6,23389,music,English,NGO
Y4482,73225,22,96456,news,Chinese,NGO
Y4483,84179,31,46318,music,English,Corperate
Y4484,132300,12,196151,travel,English,NGO
Y4485,151317,86,135964,news,Japanese,NGO
Y4486,163416,16,152393,travel,Chinese,NGO
Y4487,174985,58,42084,music,English,Individual
Y4488,87106,59,70617,travel,English,Corperate
Y4489,66658,82,38942,gaming,Russia,NGO
Y4490,48570,49,69818,travel,Russia,Individual
Y4491,11455,66,11627,news,Russia,Individual
Y4492,124804,5,89781,music,English,Individual
Y4493,68350,57,58143,food,English,Individual
Y4494,56615,74,29762,gaming,Franch,NGO
Y4495,97829,89,12275,music,English,Individual
Y4496,33848,1,30717,food,English,NGO
Y4497,71274,24,64325,music,English,Goverment
Y4498,6540,79,1398,music,English,Corperate
Y4499,79482,17,87128,news,English,Goverment
Y4500,156476,72,153317,news,English,NGO
Y4501,162101,67,132409,gaming,English,Individual
Y4502,60154,24,86518,music,English,NGO
Y4503,139912,30,140187,gaming,Chinese,NGO
Y4504,112158,34,163822,gaming,English,Individual
Y4505,165513,29,240388,news,English,NGO
Y4506,93115,46,108664,music,Chinese,Corperate
Y4507,98293,90,117601,news,Spanish,NGO
Y4508,130854,29,64601,news,English,Goverment
Y4509,175992,38,62502,gaming,Spanish,Individual
Y4510,193894,55,108782,travel,Spanish,Corperate
Y4511,124053,62,154785,news,Chinese,NGO
Y4512,113180,85,81121,food,Japanese,NGO
Y4513,33927,90,30215,news,English,Individual
Y4514,109413,66,33185,food,Chinese,NGO
Y4515,177111,14,249376,food,Japanese,Goverment
Y4516,24465,54,25494,music,Russia,Individual
Y4517,90582,4,114244,travel,Spanish,NGO
Y4518,217658,38,299994,food,English,Goverment
Y4519,66705,48,29452,gaming,Russia,NGO
Y4520,89463,75,19287,news,Russia,Goverment
Y4521,124320,34,100754,news,Chinese,NGO
Y4522,145806,68,44751,food,English,Individual
Y4523,109083,8,134892,travel,Franch,NGO
Y4524,90248,17,52222,travel,Franch,Corperate
Y4525,93497,41,135270,gaming,English,Individual
Y4526,18736,2,18638,music,Chinese,Individual
Y4527,71760,55,53371,music,English,Individual
Y4528,121716,12,178942,gaming,Spanish,NGO
Y4529,125940,90,22287,gaming,Russia,NGO
Y4530,106968,95,158813,gaming,English,Individual
Y4531,105901,99,108950,music,English,NGO
Y4532,71758,41,31666,news,English,Individual
Y4533,59263,45,74904,gaming,English,Individual
Y4534,96850,72,62145,travel,English,NGO
Y4535,164818,51,85954,music,English,NGO
Y4536,93280,42,47870,gaming,English,Goverment
Y4537,96495,44,145389,music,Japanese,Individual
Y4538,92824,61,44395,music,English,Goverment
Y4539,92553,59,124563,news,English,NGO
Y4540,132074,16,32560,music,English,Individual
Y4541,172579,89,188248,gaming,English,Individual
Y4542,109368,69,52901,gaming,Chinese,NGO
Y4543,139198,67,75381,travel,English,NGO
Y4544,58504,77,21881,music,English,Goverment
Y4545,116660,4,128633,food,Spanish,Goverment
Y4546,193210,76,279708,food,Spanish,Individual
Y4547,101033,85,51703,food,Japanese,Goverment
Y4548,93985,95,139644,music,English,Individual
Y4549,184414,13,46141,music,Chinese,Individual
Y4550,15628,38,5785,gaming,Spanish,Individual
Y4551,59004,51,22384,travel,English,Individual
Y4552,89228,19,130993,food,Japanese,NGO
Y4553,98579,78,92774,music,English,Individual
Y4554,132183,88,42181,travel,English,Goverment
Y4555,77634,19,24034,gaming,Chinese,Goverment
Y4556,86740,85,8391,music,English,NGO
Y4557,166173,86,108399,music,Chinese,NGO
Y4558,136470,14,63148,food,English,Individual
Y4559,110218,17,147837,gaming,Russia,Corperate
Y4560,55635,60,34128,music,Spanish,Individual
Y4561,148548,65,147057,news,Chinese,Corperate
Y4562,77287,54,53501,news,Spanish,Individual
Y4563,219840,92,230818,travel,English,Individual
Y4564,77553,68,29932,travel,Japanese,Individual
Y4565,209349,70,17971,news,English,Corperate
Y4566,77979,69,29456,food,Japanese,Goverment
Y4567,77298,34,72432,music,English,NGO
Y4568,33895,61,22350,gaming,Japanese,NGO
Y4569,42202,18,24991,gaming,English,Individual
Y4570,161442,40,203492,travel,English,Goverment
Y4571,169721,2,106031,music,English,Individual
Y4572,35673,83,40831,gaming,Chinese,Individual
Y4573,125879,26,96236,news,Russia,Goverment
Y4574,156261,38,38839,gaming,Japanese,NGO
Y4575,131857,47,41123,travel,English,Individual
Y4576,43807,3,50277,news,English,NGO
Y4577,52474,17,23799,music,English,NGO
Y4578,57389,72,23613,travel,Japanese,Goverment
Y4579,127748,73,185456,food,Spanish,Individual
Y4580,225183,90,226358,music,English,Goverment
Y4581,89172,66,45667,food,Russia,NGO
Y4582,1,5,0,music,Spanish,Goverment
Y4583,206883,80,156203,travel,English,Individual
Y4584,119848,10,32257,travel,English,Individual
Y4585,38847,93,31633,travel,English,NGO
Y4586,95012,10,9020,gaming,English,Goverment
Y4587,151074,23,184290,gaming,Russia,Individual
Y4588,122526,4,181518,music,Spanish,Individual
Y4589,21229,29,25046,news,Spanish,Corperate
Y4590,18488,17,22927,news,English,Goverment
Y4591,66133,29,39345,music,English,NGO
Y4592,52508,87,49227,music,English,Individual
Y4593,83221,20,87367,gaming,Spanish,Goverment
Y4594,73455,29,84376,travel,English,Individual
Y4595,171124,36,220849,music,Chinese,Individual
Y4596,130600,76,113985,news,Japanese,Individual
Y4597,93782,67,4761,music,Russia,NGO
Y4598,170814,46,208706,gaming,English,Corperate
Y4599,49218,17,61880,travel,Japanese,Individual
Y4600,120404,47,144466,music,English,NGO
Y4601,90517,1,35622,music,Japanese,NGO
Y4602,62367,93,72091,food,English,NGO
Y4603,99444,29,48597,music,English,Goverment
Y4604,162546,11,21829,gaming,English,Individual
Y4605,45383,26,30996,gaming,Spanish,Corperate
Y4606,207776,27,140445,food,Franch,NGO
Y4607,74832,22,74685,travel,English,Individual
Y4608,106396,83,64415,gaming,Chinese,NGO
Y4609,157031,90,3512,gaming,English,Goverment
Y4610,50372,69,69423,music,Russia,Individual
Y4611,101198,65,111355,news,Spanish,Individual
Y4612,146898,92,132892,gaming,Russia,Individual
Y4613,48197,12,31984,food,Russia,NGO
Y4614,54734,47,35895,news,Japanese,Goverment
Y4615,33978,84,28405,travel,English,Goverment
Y4616,39218,62,20902,gaming,Russia,NGO
Y4617,158383,14,13365,food,Franch,Individual
Y4618,132203,32,114576,travel,English,Individual
Y4619,90005,50,22498,food,Japanese,Individual
Y4620,1,25,0,music,English,Individual
Y4621,153948,38,204273,travel,English,Individual
Y4622,18204,59,7774,news,English,Individual
Y4623,47995,63,50860,news,English,Goverment
Y4624,19641,56,20177,music,English,Individual
Y4625,10638,33,5069,music,English,Goverment
Y4626,98016,12,63441,gaming,Russia,Individual
Y4627,59776,32,47309,gaming,English,NGO
Y4628,61651,84,88992,food,English,NGO
Y4629,174220,69,231603,news,English,NGO
Y4630,130067,47,34937,news,English,Individual
Y4631,123876,93,82651,music,Russia,Goverment
Y4632,106154,64,12911,music,Japanese,NGO
Y4633,208662,75,118231,travel,English,Individual
Y4634,128584,19,82957,news,Franch,Individual
Y4635,154322,40,148515,food,English,Corperate
Y4636,13021,6,17459,music,English,Individual
Y4637,136697,35,76390,music,English,Individual
Y4638,17159,32,3249,gaming,Spanish,NGO
Y4639,68974,25,51688,food,English,Goverment
Y4640,170149,30,17328,gaming,Japanese,Individual
Y4641,82876,57,119171,gaming,English,NGO
Y4642,142293,37,160307,food,Chinese,NGO
Y4643,126056,65,5563,travel,Spanish,NGO
Y4644,51113,61,33475,news,Spanish,Individual
Y4645,113376,47,146082,news,English,Individual
Y4646,60891,99,7565,news,English,Individual
Y4647,109110,33,85413,music,Chinese,NGO
Y4648,216115,32,189745,travel,English,Individual
Y4649,156877,83,214691,music,English,Goverment
Y4650,167434,17,69774,travel,Russia,Individual
Y4651,65229,39,96458,news,Russia,Goverment
Y4652,90078,27,70338,travel,English,NGO
Y4653,168362,80,21839,food,English,Goverment
Y4654,69585,53,33893,music,Russia,Individual
Y4655,98034,25,31637,gaming,English,NGO
Y4656,62028,21,24939,travel,Japanese,NGO
Y4657,7906,1,3486,food,English,Individual
Y4658,197452,20,238279,news,Franch,Individual
Y4659,104511,39,79270,music,English,Goverment
Y4660,96954,91,58003,gaming,Chinese,Individual
Y4661,123405,41,46131,news,English,Individual
Y4662,19445,47,10438,food,Russia,Individual
Y4663,16639,74,18332,food,English,Individual
Y4664,41118,85,47753,food,Chinese,NGO
Y4665,155776,53,111021,music,English,Individual
Y4666,1,74,0,music,Russia,NGO
Y4667,18467,29,2377,news,Chinese,Corperate
Y4668,100252,18,118724,food,Spanish,NGO
Y4669,117718,71,7451,music,Japanese,NGO
Y4670,97647,38,125747,food,English,Individual
Y4671,89546,38,59510,music,Russia,Goverment
Y4672,93314,56,126619,gaming,Japanese,Individual
Y4673,62871,14,6981,music,English,Individual
Y4674,80209,53,22144,gaming,Russia,Corperate
Y4675,81575,15,119368,food,English,NGO
Y4676,105172,11,122828,news,Japanese,Corperate
Y4677,56199,33,3441,gaming,English,NGO
Y4678,192495,52,246643,news,Spanish,Individual
Y4679,135525,80,20312,food,Japanese,Goverment
Y4680,95444,20,68897,food,Spanish,NGO
Y4681,70522,81,83470,travel,Franch,NGO
Y4682,58587,45,84174,news,Japanese,Individual
Y4683,88731,34,75456,food,English,Individual
Y4684,124043,30,23691,music,English,Goverment
Y4685,1,93,0,travel,English,Goverment
Y4686,111822,84,63489,food,Spanish,Individual
Y4687,123818,83,172065,travel,English,NGO
Y4688,90505,41,28239,travel,English,Corperate
Y4689,164109,4,190203,news,English,Individual
Y4690,73768,88,16873,news,English,Individual
Y4691,141021,74,139532,food,English,Individual
Y4692,89010,15,109730,gaming,Spanish,Individual
Y4693,120610,45,80871,news,Japanese,Individual
Y4694,71191,16,15869,food,Russia,Goverment
Y4695,164876,5,226572,food,Russia,NGO
Y4696,77373,84,73631,news,English,Individual
Y4697,83006,41,63614,music,Franch,Individual
Y4698,133187,71,150341,music,Franch,Individual
Y4699,87993,98,101501,news,English,Individual
Y4700,114837,58,123967,food,Japanese,NGO
Y4701,62673,1,38225,gaming,Chinese,Corperate
Y4702,61624,80,25913,news,English,Individual
Y4703,118401,41,32938,music,Chinese,Goverment
Y4704,104735,92,56197,music,Russia,NGO
Y4705,128799,98,47517,food,Russia,Individual
Y4706,81247,27,77908,gaming,English,Corperate
Y4707,162685,40,121119,gaming,Spanish,Individual
Y4708,168278,34,235002,gaming,English,NGO
Y4709,143059,4,174068,news,English,Corperate
Y4710,105787,63,49808,news,Spanish,NGO
Y4711,102252,14,95723,food,English,Individual
Y4712,107421,35,58370,travel,English,Individual
Y4713,111624,32,17736,gaming,English,NGO
Y4714,18815,97,24971,news,Chinese,Goverment
Y4715,136158,53,72581,gaming,Chinese,Corperate
Y4716,142216,33,139616,gaming,Franch,Individual
Y4717,159436,12,193517,gaming,English,Goverment
Y4718,68248,84,72180,news,English,Individual
Y4719,50634,71,19357,travel,Spanish,Goverment
Y4720,84219,67,54453,travel,Franch,NGO
Y4721,114902,2,33344,gaming,English,Goverment
Y4722,77955,81,86221,travel,Japanese,Individual
Y4723,208813,34,110940,music,Chinese,NGO
Y4724,112417,10,60862,travel,Spanish,Individual
Y4725,142605,96,22754,travel,English,Corperate
Y4726,85286,97,29899,gaming,Franch,NGO
Y4727,95280,2,58618,news,Japanese,NGO
Y4728,109568,55,149581,food,Japanese,NGO
Y4729,118640,54,126081,news,English,Goverment
Y4730,64368,21,68107,music,Franch,Goverment
Y4731,104280,53,100780,food,English,Individual
Y4732,105797,4,109775,gaming,English,NGO
Y4733,96086,39,109837,music,Russia,Goverment
Y4734,69046,83,5196,travel,Japanese,Individual
Y4735,26227,69,10294,music,English,NGO
Y4736,163493,50,55925,news,Japanese,Goverment
Y4737,98158,39,34172,gaming,Japanese,Corperate
Y4738,111506,32,61281,gaming,English,Goverment
Y4739,178568,84,128866,gaming,Franch,Individual
Y4740,109150,28,53602,food,Japanese,Individual
Y4741,154507,63,135420,gaming,English,Individual
Y4742,90629,84,58818,food,English,Individual
Y4743,119908,8,80982,news,Franch,Individual
Y4744,177557,59,121359,travel,Spanish,Goverment
Y4745,133119,9,195777,food,English,Individual
Y4746,128927,8,146701,food,Chinese,NGO
Y4747,128879,86,95207,music,Spanish,Individual
Y4748,26374,4,35527,travel,Chinese,NGO
Y4749,174472,37,160166,news,Spanish,Individual
Y4750,143183,73,156697,travel,Spanish,Goverment
Y4751,151529,67,59331,music,Franch,Individual
Y4752,61490,24,20911,music,Franch,NGO
Y4753,136641,25,4586,music,English,Individual
Y4754,90167,38,39326,news,English,Goverment
Y4755,152144,48,33384,news,Spanish,Corperate
Y4756,104156,72,76534,travel,English,Goverment
Y4757,87589,94,28374,music,Japanese,Individual
Y4758,123776,67,101113,news,Japanese,Corperate
Y4759,42004,96,13704,food,English,NGO
Y4760,63935,8,2736,gaming,English,Individual
Y4761,131928,61,18180,gaming,English,Individual
Y4762,1,31,342,news,Franch,Individual
Y4763,82716,7,3090,travel,English,Individual
Y4764,69162,68,103577,food,English,Goverment
Y4765,98919,27,34695,travel,Franch,Individual
Y4766,108585,46,86194,music,English,Goverment
Y4767,97019,94,2179,gaming,Russia,NGO
Y4768,85701,56,117226,news,English,Corperate
Y4769,149634,64,212987,music,Japanese,Individual
Y4770,107742,40,147662,food,English,Individual
Y4771,98283,76,138556,gaming,Spanish,Corperate
Y4772,63402,81,89603,gaming,Japanese,NGO
Y4773,122677,77,102872,food,English,NGO
Y4774,14066,44,14877,music,English,Individual
Y4775,212414,35,54436,gaming,English,Goverment
Y4776,67879,37,77780,food,Spanish,Individual
Y4777,97832,91,76953,gaming,Russia,NGO
Y4778,19676,72,12882,music,Chinese,Individual
Y4779,148584,83,216365,food,Chinese,Corperate
Y4780,93419,75,67925,travel,English,Individual
Y4781,89028,19,114200,news,English,Goverment
Y4782,179441,26,229072,travel,English,Individual
Y4783,66276,21,49944,travel,Russia,Corperate
Y4784,24918,49,27439,music,English,Goverment
Y4785,146675,25,215565,music,Chinese,Individual
Y4786,1294,49,969,music,English,Individual
Y4787,170075,72,152487,news,English,Goverment
Y4788,67726,26,43757,gaming,English,Individual
Y4789,50075,45,68897,travel,Japanese,NGO
Y4790,62729,19,56303,gaming,English,Individual
Y4791,64191,91,56709,news,English,NGO
Y4792,183477,76,42858,food,Japanese,Individual
Y4793,105771,28,29408,food,English,Goverment
Y4794,71279,45,88335,gaming,Russia,Individual
Y4795,81516,83,56637,travel,English,NGO
Y4796,101297,49,102923,travel,English,Goverment
Y4797,105937,64,93690,music,English,NGO
Y4798,8499,6,3537,music,Spanish,Individual
Y4799,120508,51,122205,food,Spanish,Corperate
Y4800,1,42,562,music,Spanish,Individual
Y4801,115025,77,33228,food,English,Corperate
Y4802,75692,80,106132,gaming,English,Goverment
Y4803,52205,9,33925,gaming,English,Goverment
Y4804,55466,78,59070,music,English,NGO
Y4805,112574,5,123185,gaming,English,NGO
Y4806,52461,76,54765,news,English,NGO
Y4807,121785,18,77378,gaming,English,NGO
Y4808,149545,32,125858,music,Russia,Individual
Y4809,68672,1,35311,music,Japanese,Individual
Y4810,159817,92,164561,food,Spanish,Individual
Y4811,110751,43,26122,food,Japanese,Individual
Y4812,216419,88,235810,music,Spanish,NGO
Y4813,155979,91,85501,gaming,English,NGO
Y4814,78514,91,101726,news,English,Corperate
Y4815,109468,71,164870,news,Spanish,Goverment
Y4816,87892,47,4490,news,Chinese,NGO
Y4817,132791,57,58013,travel,Japanese,Individual
Y4818,98459,98,37392,news,Japanese,Goverment
Y4819,118604,70,2179,music,Spanish,Corperate
Y4820,118619,46,141742,music,English,NGO
Y4821,158137,5,3992,music,Franch,NGO
Y4822,162557,45,70997,travel,English,Individual
Y4823,78674,40,102033,travel,English,NGO
Y4824,41874,54,48919,music,English,NGO
Y4825,72307,51,42623,music,English,NGO
Y4826,94016,81,63639,travel,Franch,NGO
Y4827,86046,6,114839,news,Spanish,Goverment
Y4828,41052,4,28278,travel,English,NGO
Y4829,126558,7,7239,travel,English,NGO
Y4830,136609,59,45772,music,English,NGO
Y4831,158105,94,116645,news,Japanese,NGO
Y4832,158824,87,179689,music,Spanish,NGO
Y4833,173888,50,15550,food,English,Individual
Y4834,118848,13,43658,food,English,Individual
Y4835,72849,46,74242,news,Chinese,NGO
Y4836,67730,53,76206,travel,Spanish,NGO
Y4837,86817,68,50113,gaming,Russia,NGO
Y4838,1,1,0,gaming,English,NGO
Y4839,103689,16,42685,travel,Japanese,NGO
Y4840,116631,54,144287,news,Japanese,Goverment
Y4841,120450,41,136668,news,Japanese,Goverment
Y4842,84753,29,114039,gaming,Spanish,Individual
Y4843,37284,40,43764,news,Chinese,Individual
Y4844,111871,24,139150,news,English,NGO
Y4845,264029,72,332631,travel,Franch,Goverment
Y4846,46678,94,53386,travel,English,Individual
Y4847,181552,51,10505,music,English,Individual
Y4848,36387,81,53959,travel,English,Individual
Y4849,6762,66,2823,food,English,Individual
Y4850,145841,87,101210,gaming,Japanese,Individual
Y4851,89549,80,10606,news,Spanish,NGO
Y4852,124622,74,145536,news,English,NGO
Y4853,86998,91,61428,music,English,Individual
Y4854,109306,48,89212,music,English,Corperate
Y4855,80256,39,88580,food,English,Individual
Y4856,142351,32,204525,food,English,Individual
Y4857,96956,95,83015,news,Russia,NGO
Y4858,112090,2,59528,news,Spanish,NGO
